id,numero_item,descricao_item,grupo_itens,unidade_de_medida_de_estoque,ultimo_preco_avaliacao,ultimo_preco_compra,estoque_baixo,unidade_medida_estoque,data_registro
343,ATMV000039,ARMARIO 1980X900X400MM C/02 PORTAS ABRIR 04 PRATELEIRAS [NCM:94-03.30.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
344,ATMV000040,MOBILIARIO CASA DO SIDNEI ROBERTO,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
345,ATMV000041,MOBILIARIO CASA DO ADRIANO COORDENADOR DE MINA,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
346,ATMV000042,MOBILIARIO CASA DO ANTONIO BORGES - MARACAS/BA,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
347,ATMV000043,MOBILIARIO CASA DO IVAN NASCIMENTO - MARACAS/BA,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
348,ATMV000044,ARMARIO PARA ITENS PESSOAIS 16 POSICOES [NCM:94-03.20.90] (DIVERSOS),63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
349,ATMV000045,ARMARIO DE ACO 20 PORTAS 1.93X1.23 X33 [NCM:94-03.20.90],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
350,ATMV000046,MOVEIS PARA VESTIARIO DA BEMISA PERFURACAO,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
351,ATMV000047,TENDA PIRAMIDAL 4X4 [NCM:63-06.29.90],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
352,ATMV000048,MESA REDONDA 1.2 X 1.2 [NCM:94-03.30.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
353,ATMV000049,AR CONDICIONADO LG SPLIT 12000 BTUS [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
354,ATMV000050,AR DE 24 MIL SAMSUNG INVERTER SMART [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
355,ATMV000051,BEBEDOURO 25 LT 127V VENANCIO [NCM:84-38.10.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
356,ATMV000052,CADEIRA SECRETARIA FIX S/BRACO PRETO [NCM:94-01.30.90],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
357,ATMV000053,CADEIRA FIXA [NCM:94-01.30.90],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
358,ATMV000054,MESA P/ ESCRITORIO [NCM:94-03.30.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
359,ATMV000055,ARMARIO ROUPEIRO DE ACO 8 PORTAS [NCM:94-06.90.20],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
360,ATMV000056,BEBEDOURO INDUSTRIAL 100LT 110V [NCM:84-21.21.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
361,ATMV000057,MOVEIS PARA VESTIARIO,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
362,ATMV000058,MOBILIARIO CASA VINICIUS SOUZA,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
363,ATMV000059,MOBILIARIO CASA VINICIUS SOUZA,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
364,ATMV000060,COMODA [NCM:94-03.50.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
365,ATMV000061,CONJUNTO DE SOFA 2 E 3 LUGARES [NCM:94-01.61.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
366,ATMV000062,AR CONDICIONADO 18.000 BTUS LG [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
367,ATMV000063,MOVEIS E UTENSILIOS CASA APARECIDO GAMA E BRUNO ARAUJO,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
368,ATMV000064,CAMA BOX DE CASAL [NCM:94-04.29.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
369,ATMV000065,AR CONDICIONADO 7500 BTUS [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
370,ATMV000066,04. MOVEIS E UTENSILIOS CASA AVELINO,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
371,ATMV000067,GELADEIRA CONSUL CRA30 261 L [NCM:84-18.10.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
372,ATMV000068,CAMA DE CASAL PORT SIMPLES 5X8 [NCM:94-04.29.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
373,ATMV000069,07. MOVEIS E UTENSILIOS CASA THALES BIARIZ,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
374,ATMV000070,CLIMATIZADOR DE PAREDE ECO400 34.000M3/H [NCM:84-79.60.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
375,ATMV000071,MOVEIS E UTENSILIOS CASA RICARDO DE CARVALHO,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
376,ATMV000072,MOBILIA CASA VANDERLAN E RAMIRO,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
377,ATMV000073,TV 55 PHILIPS [NCM:85-28.72.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
378,ATMV000074,AR CONDICIONADO 9000 BTUS [NCM:84-15.10.19] (DIVERSOS),63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
379,ATMV000075,MESA DE REUNIAO [NCM:94-03.30.00] (DIVERSOS),63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
380,ATMV000076,AR CONDICIONADO GREE SPLIT [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
381,ATMV000077,BEBEDOURO INDUSTRIAL 200LT [NCM:84-19.89.91] (DIVERSOS),63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
382,ATMV000078,MOVEIS CASA IGOR COUTO,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
383,ATMV000079,MESA GEBB WORK START REUNIAO C/ CONE. 270X90X74 [NCM:94-03.30.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
384,ATMV000080,MOVEIS E UTENSILIOS CASA RODRIGO ROCHA,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
385,ATMV000081,SOFA [NCM:94-01.61.00] (DIVERSOS),63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
386,ATMV000082,FRIGOBAR 117L CONSUL CRC12CBANA BRANCO 1 [NCM:84-18.21.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
387,ATMV000083,CONJUNTO BOX PRO SLEEP 138X188 [NCM:94-04.29.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
388,ATMV000084,SOFA [NCM:94-01.61.00] (DIVERSOS),63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
389,ATMV000085,VENTILADOR BRITANIA 40CM [NCM:84-14.59.90],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
390,ATMV000086,TV LG LED 55 FULL HD - TV SALA DE REUNIAO MATRIZ,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
391,ATMV000087,BEBEDOURO IBBI GFN2000 - BEBEDOURO DA COZINHA MATRIZ,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
392,ATMV000089,AR CONDICIONADO SPLIT SPRINGER HI WAT FRIO 1800,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
393,ATMV000090,ARMARIO ESTRUTURADO MDF MELAMINICO - COR OVO,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
394,ATMV000092,REFRIGERADOR BRASTEMP FF BRE80 2P 573L BRANCO [NCM:84-18.10.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
395,ATMV000093,MOVEIS DIVERSOS - RAFINE,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
396,ATMV000094,MOVEIS DIVERSOS - ROMENA,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
397,ATMV000095,AR CONDICIONADO SPLIT SPRINTER HIWALL 38,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
398,ATMV000096,FOGAO ELETROLUX 5 BOCAS SILVER 76USQ COM QUEIMADOR TRIPLA CHAMA [NCM:73-21.11.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
399,ATMV000097,ARMARIO ACO 20 PORTAS 1.93X1.23 X33 [NCM:94-06.90.20],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
400,ATMV000098,AR CONDICIONADO LG INVERTER DUAL VOICE 220V MONOFASICO S4UQ12JA314.EB2GAMZ [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
401,ATMV000099,MOVEIS ESCRITORIO MATRIZ,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
402,ATMV000100,MOVEIS ESCRITORIO MATRIZ BH,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
403,ATMV000101,MOVEIS PLANEJADOS COZINHA,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
404,ATMV000102,EVAPORADORA LG INVERTER DUAL VOICE 220V S4NQ09WA51A.EB2GAMZ [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
405,ATMV000103,ARMARIO EM MDF [NCM:94-03.50.00],63-ATIVO FIXO MOVEIS E UT.,,,,,,2025-07-21 17:53:52.095246+00
406,ATMV000104,MESA COM 2 BANCOS PARA 4 MESAS DE TAMANHOS IGUAIS [NCM:94-03.60.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
407,ATMV000105,MOBILIARIO REFORMA MATRIZ,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
408,ATMV000106,CADEIRA DE MADEIRA ENCONSTO EM X ANATOMICA [NCM:94-01.90.90],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
409,ATMV000107,AR CONDICIONADO 12000 BTUS [NCM:84-15.10.19],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
410,ATMV000108,COOKTOP A GAS 5 BOCAS [NCM:73-21.11.00.01],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
411,ATMV000109,GELADEIRA BRASTEMP FF BRE80 2P 573L BRANCO [NCM:84-18.10.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
412,ATMV000110,FORNO A GAS DE EMBUTIR ELECTROLUX DE CONVERCCAO 80L C/ TIMER OE8GH [NCM:85-16.60.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
413,ATMV000111,FRIGOBAR BRASTEMP RETRO MARSALA WINE 76 LT BRA08BG [NCM:84-18.21.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
414,ATMV000112,CAFETEIRA EXPRESSO PHILIPS 1200 SERIES  EP1220 [NCM:85-16.71.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
415,ATMV000113,LAVA LOUCA ELECTROLUX 14 SERVICOS LL14X [NCM:84-22.90.10],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
416,ATMV000114,FORNO ELETRICO DE EMBUTIR BRASTEMP BOC84AE [NCM:85-16.60.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
417,ATMV000115,COIFA DE COZINHA 800X680X500MM TUB INOX C/ CHAPEU EXAUSTOR 300MM [NCM:84-14.60.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
418,ATMV000116,ARMARIO DE BUFFET E LAVANDERIA [NCM:94-03.50.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
419,ATMV000117,AR CONDICIONADO 12000 BTUS [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,,2025-07-21 17:53:52.095246+00
420,ATMV000118,CADEIRA UNI GIRATORIA TELA [NCM:94-01.39.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
421,ATMV000119,MOVEIS PLANEJADOS MATRIZ [NCM:94-03.30.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
422,ATMV000120,ARMARIO D/COZINHA SUPERIOR COM ESCORREDOR [NCM:94-03.40.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
423,ATMV000121,MESA RETA LINHA LEAN [NCM:94-03.30.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
424,ATMV000122,AR CONDICIONADO 12000 BTUS [NCM:84-15.10.19],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
425,ATMV000123,AR CONDICIONADO 12000 BTUS [NCM:84-15.10.19],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
426,ATMV000124,AR CONDICIONADO LG 22.000 BTUS INVERTER [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
427,ATMV000125,MESA LINHA LEAN [NCM:94-03.30.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
428,ATMV000126,AR CONDICIONADO 12000 BTUS [NCM:84-15.10.11],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
429,ATMV000127,MESA LINHA LEAN [NCM:94-03.30.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
430,ATMV000128,BEBEDOURO INDUSTRIAL 25L COLUNA BLUEE [NCM:84-21.21.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
431,ATMV000129,ARMARIO EM MDF [NCM:94-03.50.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
432,ATMV000130,GAVETEIRO CAIXA EM MDP LINHA LEAN [NCM:94-03.30.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
433,ATMV000131,MOVEIS E UTENSILIOS COLABORADORES VALLOUREC,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
434,ATMV000132,"MESA DE ESCRITORIO 1,20 X 60 - 02 GAVETAS [NCM:94-03.30.00]",63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
435,ATMV000133,BEBEDOURO REFRIGERADO [NCM:84-18.69.31],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
12743,FIX001874,PORCA 7/8,15-ELEMENTOS DE FIXACAO,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
436,ATMV000134,BEBEDOURO INDUSTRIAL 25L COLUNA BLUEE [NCM:84-21.21.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
437,ATMV000135,FRIGOBAR EOS 93 LITROS ICE COMPACT EFB101 EFB101P [NCM:84-18.21.00],63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
438,ATMV000136,AR-CONDICIONADO SPLIT - MIDEA - INVERTER,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
439,ATMV000137,BEBEDOURO COLORMAQ 127V,63-ATIVO FIXO MOVEIS E UT.,,,899.0,,UNIDADE,2025-07-21 17:53:52.095246+00
440,ATMV000138,MAQUINA DE LAVAR ROUPA,63-ATIVO FIXO MOVEIS E UT.,,,2565.67,,UNIDADE,2025-07-21 17:53:52.095246+00
441,ATMV000139,CAMA BOX DE CASAL,63-ATIVO FIXO MOVEIS E UT.,,,1655.67,,UNIDADE,2025-07-21 17:53:52.095246+00
442,ATMV000140,ROUPEIRO B24-66BCO,63-ATIVO FIXO MOVEIS E UT.,,,2855.67,,UNIDADE,2025-07-21 17:53:52.095246+00
443,ATMV000141,TELEVISAO 40 POL,63-ATIVO FIXO MOVEIS E UT.,,,1355.67,,UNIDADE,2025-07-21 17:53:52.095246+00
444,ATMV000142,FOGÃO 4 BOCAS,63-ATIVO FIXO MOVEIS E UT.,,,1064.67,,UNIDADE,2025-07-21 17:53:52.095246+00
445,ATMV000143,ARMARIO EM MDF,63-ATIVO FIXO MOVEIS E UT.,,,335.98,,UNIDADE,2025-07-21 17:53:52.095246+00
446,ATMV000144,SOFA CAMA,63-ATIVO FIXO MOVEIS E UT.,,,1966.67,,UNIDADE,2025-07-21 17:53:52.095246+00
447,ATMV000145,REFRIGERADOR ELECTROLUX RE31 1P 240L BRANCO 110V,63-ATIVO FIXO MOVEIS E UT.,,,1973.06,,PECA,2025-07-21 17:53:52.095246+00
448,ATMV000146,LAVADORA DE ROUPAS CONSUL 9KG CWB09BB BRANCO 110V,63-ATIVO FIXO MOVEIS E UT.,,,1594.0,,PECA,2025-07-21 17:53:52.095246+00
449,ATMV000147,AR CONDICIONADO SPLIT MIDEA INVERTER 12.000 BTUS,63-ATIVO FIXO MOVEIS E UT.,,,3030.0,,UNIDADE,2025-07-21 17:53:52.095246+00
450,ATMV000148,MESA RETA 25MM PE PAINEL 1000X600 GF/BC,63-ATIVO FIXO MOVEIS E UT.,,,299.0,,UNIDADE,2025-07-21 17:53:52.095246+00
451,ATMV000149,CADEIRA PRESIDENTE,63-ATIVO FIXO MOVEIS E UT.,,,578.0,,UNIDADE,2025-07-21 17:53:52.095246+00
452,ATMV000150,CADEIRA FIXA (LOJA) 85194,63-ATIVO FIXO MOVEIS E UT.,,,322.0,,UNIDADE,2025-07-21 17:53:52.095246+00
453,ATMV000151,GAVETEIRO VOLANTE 04 GAVETAS,63-ATIVO FIXO MOVEIS E UT.,,,472.0,,UNIDADE,2025-07-21 17:53:52.095246+00
454,ATMV000152,"ARMARIO 1,90 X 1,20 X 0,40 - CH 22 ESP CRIST LI",63-ATIVO FIXO MOVEIS E UT.,,,1632.0,,UNIDADE,2025-07-21 17:53:52.095246+00
455,ATMV000153,ARQUIVO DE ACO CURTO 04 GAVETAS,63-ATIVO FIXO MOVEIS E UT.,,,864.0,,UNIDADE,2025-07-21 17:53:52.095246+00
456,ATMV000154,"GRA 1/16 1,96 X 1,23 X 0,36 - CH 26",63-ATIVO FIXO MOVEIS E UT.,,,1325.0,,UNIDADE,2025-07-21 17:53:52.095246+00
457,ATMV000155,MICROONDAS ELECTROLUX MEO 44 BR,63-ATIVO FIXO MOVEIS E UT.,,,900.0,,UNIDADE,2025-07-21 17:53:52.095246+00
458,ATMV000156,"CAMA BOX GUARAJUBA 0,45CMX1,88MX1,38CM",63-ATIVO FIXO MOVEIS E UT.,,,429.0,,UNIDADE,2025-07-21 17:53:52.095246+00
459,ATMV000157,CADEIRA ANNE 2 UNID NATURE/COURANO/LINHO,63-ATIVO FIXO MOVEIS E UT.,,,582.0,,UNIDADE,2025-07-21 17:53:52.095246+00
460,ATMV000158,MESA ADRIANA 1600MM CANTO ARREDON C/ VIDRO NATURE/,63-ATIVO FIXO MOVEIS E UT.,,,4000.0,,UNIDADE,2025-07-21 17:53:52.095246+00
461,ATMV000159,GELADEIRA ELECTROLUX DFX41 F.FREE 2P INOX,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
462,ATMV000160,MAQ LAVAR ELECTROLUX ESSEN CARE CEST INOX LED14 BR,63-ATIVO FIXO MOVEIS E UT.,,,2500.0,,UNIDADE,2025-07-21 17:53:52.095246+00
463,ATMV000161,EVAP SPRINGER M HW 9K 220 F XTRE IN,63-ATIVO FIXO MOVEIS E UT.,,,770.26,,UNIDADE,2025-07-21 17:53:52.095246+00
464,ATMV000162,COND SPRINGER M HW 9K 220 F XTRE IN,63-ATIVO FIXO MOVEIS E UT.,,,1589.24,,UNIDADE,2025-07-21 17:53:52.095246+00
465,ATMV000163,TRITURADOR DE ALIMENTOS INSINKERATOR 46 PIA 01,63-ATIVO FIXO MOVEIS E UT.,,,1485.38,,UNIDADE,2025-07-21 17:53:52.095246+00
466,ATMV000164,TRITURADOR DE ALIMENTOS INSINKERATOR 46 PIA 02,63-ATIVO FIXO MOVEIS E UT.,,,1485.38,,UNIDADE,2025-07-21 17:53:52.095246+00
467,ATMV000165,MESA LINHA LEAN,63-ATIVO FIXO MOVEIS E UT.,,,1690.13,,UNIDADE,2025-07-21 17:53:52.095246+00
468,ATMV000166,GAVETEIRO VOLANTE 2 GAV 1 GAVETAO MARZO,63-ATIVO FIXO MOVEIS E UT.,,,1042.33,,UNIDADE,2025-07-21 17:53:52.095246+00
469,ATMV000167,FREEZER HORIZONTAL 503L 220V DUAS PORTAS HCED,63-ATIVO FIXO MOVEIS E UT.,,,3999.0,,UNIDADE,2025-07-21 17:53:52.095246+00
470,ATMV000168,FREZER 143L ELETROLUX 1 TAMPA 220V,63-ATIVO FIXO MOVEIS E UT.,,,2990.0,,UNIDADE,2025-07-21 17:53:52.095246+00
471,ATMV000169,LAVADORA DE ROUPAS 13KG MUELLER MLA13 610000110 BRANCO,63-ATIVO FIXO MOVEIS E UT.,,,1798.5,,UNIDADE,2025-07-21 17:53:52.095246+00
472,ATMV000170,KIT COZINHA NICIOLI ERVA DOCE 90 C/ TAMPO 4 PTS FREIJO/CHUMBO,63-ATIVO FIXO MOVEIS E UT.,,,714.9,,UNIDADE,2025-07-21 17:53:52.095246+00
473,ATMV000171,FOGAO 4B ATLAS MONACO PLUS C/ ACEND BRANCO,63-ATIVO FIXO MOVEIS E UT.,,,688.5,,UNIDADE,2025-07-21 17:53:52.095246+00
474,ATMV000172,AR CONDICIONADO 24000 BTUS 220V,63-ATIVO FIXO MOVEIS E UT.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
475,ATSF000001,PROCESSADOR INTEL 1200 CORE [NCM:85-42.31.90],66-ATIVO FIXO DIREITO USO SOFTWARE,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
476,ATSF000002,SOFTWARE MAKROLOCK [NCM:00-00.00.00],66-ATIVO FIXO DIREITO USO SOFTWARE,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
477,ATSF000003,SOFTWARES DIVERSOS,66-ATIVO FIXO DIREITO USO SOFTWARE,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
478,ATTI000001,NOTEBOOK DELL INSPIRON CORE I3 MEMORIA RAM 8GB SSD 240GB [NCM:84-71.30.19],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
479,ATTI000002,PROJETOR EPSON POWERLITE E20 XGA HDMI [NCM:85-28.62.00],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
480,ATTI000003,HD 4TB SATA III PURPLE WESTERN DIGITAL PT [NCM:84-71.70.10],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
481,ATTI000004,DESKTOP INTEL CORE I7 [NCM:84-71.30.12],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
482,ATTI000005,NOTEBOOK DELL INSPIRON 15 7000 [NCM:84-71.30.19],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
483,ATTI000006,NOTEBOOK LENOVO IDEAPAD 3I RYZEN 5 8GB RAM SSD 256GB [NCM:84-71.30.19],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
484,ATTI000007,SMART TV 40 FULL HD LED TCL  S615 [NCM:85-28.72.00],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
485,ATTI000008,MONITOR SAMSUNG CURVO LED 24 [NCM:85-28.52.00],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
486,ATTI000009,MONITOR SAMSUNG CURVO LED 24 [NCM:85-28.52.00],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
487,ATTI000010,CELULAR SAMSUNG GALAXY M53 5G AZUL 128GB MEMORIA 8GB RAM [NCM:85-17.13.00],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
488,ATTI000011,TECLADO HP ACCS 638843201 [NCM:84-71.60.52],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
489,ATTI000012,NOTEBOOK ACER ASPIRE N19C1 NS: DNX-0010 [NCM:84-71.30.19],64-ATIVO FIXO COMPUTADORES,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
